opening,entropy
d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 Nf3 b6,5.696055025934451
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Be7 Nc3 Nc6,5.69598923328725
e4 e5 Nf3 d6 d4 Bg4 Bc4 Bxf3 Qxf3 Nf6,5.695959866902306
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 f3 e5,5.695939172230058
e4 e5 Nf3 d6 Bc4 Bg4 Nc3 Nf6 h3 Bxf3,5.695704639964759
c4 e5 Nc3 Nf6 d3 d5 cxd5 Nxd5 Nf3 Nc6,5.695602547462584
e4 e5 Nf3 d6 c3 Bg4 Be2 Nf6 d3 Nc6,5.695597179993766
d4 d5 c4 e6 Nc3 f5 Nf3 Nf6 Bg5 Be7,5.695539747367217
e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 c3 Nxe4,5.695129214478186
e4 e5 d4 exd4 Nf3 Nc6 c3 dxc3 Bc4 Nf6,5.694869568374068
d4 e5 dxe5 d6 exd6 Bxd6 Nf3 Nf6 Nc3 O-O,5.694633055638219
e4 e5 Nf3 d6 Bc4 h6 d4 Nf6 dxe5 dxe5,5.694478906498051
e4 e5 Nf3 d6 Bc4 Bg4 d4 Bxf3 Qxf3 Nf6,5.694396985715622
e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 c4 Nc6,5.693883503963649
e4 e5 Nf3 Nc6 Bc4 Be7 d3 Nf6 Ng5 O-O,5.6937294739247655
e4 e5 Nf3 d6 h3 Nf6 Nc3 Be7 Bc4 h6,5.693686078386853
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 d3 Bd7,5.693421435339816
d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 Nc3 h6,5.693111081499931
d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 c5,5.692965595284297
d4 d5 c4 e6 Nc3 Nf6 Nf3 Be7 cxd5 Nxd5,5.692555221564697
e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 h3 Nc6,5.69252989857063
e4 e6 d4 d5 Nc3 Nf6 Bg5 Bb4 e5 h6,5.692477006388558
e4 e6 Nc3 d5 Nf3 Nf6 exd5 exd5 d4 Be7,5.692411452303241
e4 e5 Nf3 Nc6 Bc4 h6 d4 d6 d5 Nce7,5.692358516826196
d4 d5 c4 e6 Nc3 Nf6 Nf3 h6 e3 Bb4,5.692047445860531
d4 d5 c4 Nf6 Nc3 Bf5 Nf3 e6 Bg5 Be7,5.691824473125291
e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nf6 e5 dxe5,5.691791408768433
e4 c5 Nf3 Nc6 c3 Nf6 e5 Nd5 d4 cxd4,5.691438470387547
e4 e5 Nf3 Nc6 h3 Nf6 Nc3 Bc5 b3 O-O,5.691366576721719
e4 e6 Nf3 d5 Nc3 d4 Ne2 c5 Ng3 Nc6,5.690901378232844
d4 d5 Nf3 Nf6 e3 e6 Bd3 Be7 O-O O-O,5.690840539320031
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O h6,5.690732958113287
e4 c6 d4 d5 Nc3 e6 exd5 cxd5 Nf3 Nc6,5.690304864158836
e4 e5 Nf3 Nc6 Nc3 Bc5 Bb5 Nf6 Bxc6 dxc6,5.68989506230332
e4 e5 f4 Nc6 Nf3 exf4 Bc4 Nf6 d3 d5,5.689586295488249
d4 d5 c4 c6 Nf3 e6 e3 Nf6 Nc3 Be7,5.689456638209421
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O O-O,5.68938099298034
e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 d6 Bxc6+ bxc6,5.689204114655776
e4 c5 Nf3 d6 Bc4 e6 Nc3 a6 a4 Nc6,5.6890193748697815
e4 e5 Nf3 Nc6 Bb5 Nf6 d3 d6 c3 Bd7,5.688707484876992
d4 d5 c4 c6 e3 Nf6 Nf3 e6 Nc3 Be7,5.68858157131718
d4 d5 c4 e6 cxd5 exd5 Nc3 Nf6 Nf3 Be7,5.688523769938699
e4 Nf6 e5 Nd5 Nc3 e6 Nxd5 exd5 d4 d6,5.688074159895455
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Be7 c3 d6,5.688018628696292
e4 d6 Nf3 Nf6 Nc3 c6 d4 Qa5 Bd3 Nbd7,5.687885980837144
e4 e5 Nf3 Nc6 Nc3 d6 d4 exd4 Nxd4 Nxd4,5.687763309481508
d4 d5 Nf3 c6 c4 Nf6 cxd5 cxd5 Nc3 e6,5.687604845816867
e4 e5 Nf3 Nc6 Bc4 Nf6 c3 d5 exd5 Nxd5,5.68754467991634
e4 e5 Nf3 d6 Bc4 Bg4 Nc3 Nf6 h3 Bh5,5.687505799986744
e4 e5 Nf3 Nc6 Bb5 a6 Bc4 Nf6 d3 Be7,5.687070598218179
d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 Bf4 Be7,5.68657665320794
e4 e6 Nf3 c5 Nc3 Nc6 d4 cxd4 Nxd4 a6,5.686463519421856
e4 e6 Nf3 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6,5.6863909242932955
e4 c5 c3 d5 exd5 Qxd5 d4 Nf6 Nf3 e6,5.686300448605347
d4 d5 c4 e6 Nc3 Bb4 Nf3 Nf6 Bg5 h6,5.6862795891049
d4 d5 c4 c6 Nc3 e6 Nf3 Nf6 Bg5 h6,5.686184731954283
e4 c5 Nf3 Nc6 c3 Nf6 e5 Ng4 d4 cxd4,5.686097937401531
d4 c5 d5 d6 c4 Nf6 Nc3 g6 Bg5 Bg7,5.686082044537851
e4 c5 d4 cxd4 c3 Nf6 e5 Nd5 Nf3 Nc6,5.685848434092228
e4 c6 d4 d5 exd5 cxd5 c4 Nc6 Nf3 Nf6,5.685831405040893
e4 c5 Nf3 Nc6 Bc4 e6 Nc3 a6 d4 cxd4,5.685731679426032
e4 e5 Bc4 Nf6 Nc3 c6 Nf3 d5 exd5 cxd5,5.685113635526696
e4 e5 Nf3 d6 Bc4 c6 O-O Nf6 Re1 Be7,5.685030721703964
d4 d5 Nf3 e6 e3 Nf6 Bd3 Be7 O-O O-O,5.684956193235963
e4 e5 Bc4 c6 Nc3 Nf6 Nf3 d5 exd5 cxd5,5.684752349512381
e4 c6 Nf3 d5 exd5 cxd5 d4 a6 Nc3 Nf6,5.684486553196495
e4 g6 d4 Bg7 Nc3 d6 f4 Nf6 Nf3 O-O,5.684208202267623
d4 Nf6 c4 d6 Nc3 Nbd7 e4 e5 d5 Be7,5.683878757482493
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Nf3 d5,5.683725263120986
d4 d5 c4 e6 Nc3 Nf6 e3 Be7 Nf3 Nbd7,5.683586373658207
e4 g6 d4 Bg7 Nf3 d6 Nc3 Nf6 Be3 O-O,5.683564423626891
e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 c4 Nf6,5.683425278825822
e4 e5 Nf3 Nc6 d4 exd4 c3 Nf6 e5 Ne4,5.6832005126572565
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3 Bc5,5.683025575493501
d4 Nf6 c4 e6 Nc3 d5 Nf3 c5 dxc5 Bxc5,5.682857842408719
d4 d5 c4 c6 e3 Nf6 Nc3 e6 Nf3 Be7,5.682746002239877
e4 e5 Nf3 Nc6 c3 Nf6 d3 Bc5 Be2 d6,5.682517076307305
e4 e5 Nf3 d6 Nc3 Nc6 d4 exd4 Nxd4 Nxd4,5.682498928116574
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 h6 O-O Bc5,5.682335902501541
e4 e5 Nf3 d6 d4 Nf6 dxe5 Nxe4 Qe2 d5,5.68178623111149
e4 c5 Nf3 d6 Bc4 e6 Nc3 a6 d4 b5,5.681655363143927
e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 h3 Nf6,5.6815023853518305
d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 Nc3 Bb4,5.681162270408514
e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 O-O d6,5.681119385337002
e4 e6 Nf3 d6 d4 Bd7 c4 Nc6 Nc3 a6,5.680897261374987
e4 e5 Bc4 d6 Nf3 h6 d4 exd4 Nxd4 Nf6,5.680858455439799
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 d3 O-O,5.680813229358789
e4 c6 d4 d5 exd5 cxd5 Nf3 Nc6 Be2 Nf6,5.680791123372774
e4 e5 Nf3 Nc6 Bb5 d6 d4 Bd7 Nc3 exd4,5.680521140861618
e4 d6 d4 Nf6 Nc3 g6 Bg5 Bg7 Nf3 O-O,5.680366715872249
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 Nc3 Be7,5.680193361008581
e4 e5 Nf3 Nc6 c3 d6 d4 Bg4 d5 Nce7,5.679810797161434
e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Bg5 Nc6,5.679649720857494
d4 d5 c4 dxc4 Nc3 Nf6 e4 Nc6 Nf3 Bg4,5.679635616985658
e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Nf3 e6,5.679397277603083
e4 e5 Nf3 d6 Bc4 Be7 c3 Nf6 O-O O-O,5.679374257857945
e4 e6 Nc3 d5 exd5 exd5 d4 Nf6 Nf3 c6,5.678986826511778
e4 g6 d4 Bg7 Nf3 d6 c4 Nf6 Nc3 O-O,5.67862632029733
d4 d5 c4 Nf6 Nc3 c6 Nf3 e6 Bg5 Be7,5.678507268712558
e4 c6 d4 d5 exd5 cxd5 Nc3 a6 Nf3 Nf6,5.678491026417578
e4 d6 Nf3 Nf6 Nc3 g6 h3 Bg7 d4 O-O,5.678449368906192
e4 d5 exd5 Nf6 Nc3 c6 Nf3 cxd5 d4 e6,5.67819046010066
d4 d5 c4 e6 Nc3 Nf6 Nf3 Be7 e3 Nbd7,5.678168431407521
e4 b6 d4 Bb7 Nc3 e6 Nf3 Nf6 e5 Nd5,5.678112640058964
e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Nf3 e6,5.678069929946782
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Bd3 h6,5.677629967649685
e4 e5 Nf3 Nc6 d4 exd4 Bc4 h6 O-O d6,5.677602966784839
e4 d6 Nf3 Nf6 d4 g6 Nc3 Bg7 Bd3 O-O,5.677375030525559
e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 Bg5 O-O,5.677367503848742
e4 e5 Nf3 Nc6 d3 Nf6 Nc3 Bb4 Bd2 O-O,5.677330562833965
e4 e5 Nf3 Nf6 Nc3 c6 Bc4 d5 exd5 cxd5,5.677166409447033
e4 e5 Nf3 Nc6 Bc4 f5 d3 Nf6 Ng5 d5,5.676860325469835
e4 e5 Bc4 Nf6 d3 Bc5 h3 d6 Nf3 Nc6,5.676767959295705
d4 d5 c4 c6 Nf3 e6 Nc3 Nf6 Bg5 Be7,5.6767573992357185
e4 e5 Nf3 Nc6 Bb5 Bc5 O-O d6 h3 Nf6,5.676552957984967
d4 d5 c4 e6 Nc3 Nf6 Nf3 Bb4 Bg5 h6,5.67639645836375
e4 e5 Bc4 Nf6 d3 Bc5 h3 O-O Nf3 Nc6,5.676317523429788
e4 c5 Nc3 e6 d4 cxd4 Qxd4 Nc6 Qd1 Nf6,5.676269552701638
e4 c5 f4 d6 Nf3 Nc6 Bc4 Nf6 e5 dxe5,5.676226618100363
d4 d5 Nc3 e6 e4 Nf6 e5 Nfd7 Nf3 f6,5.675883897267877
e4 e5 f4 Nc6 Nf3 exf4 d4 d6 Bxf4 Nf6,5.6758689202466055
e4 e6 d4 d5 Nd2 dxe4 Nxe4 Nc6 Nf3 Nf6,5.675705167191263
e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Be2 Nc6,5.675394120390293
d4 d5 c4 e6 Nc3 Nf6 Nf3 Be7 Bf4 c6,5.675284792559687
e4 e5 Bc4 Bc5 Nf3 Nc6 d3 Nf6 Ng5 O-O,5.674577712809963
e4 e5 Nf3 d6 Bc4 h6 c3 Nf6 d3 Bg4,5.674505470727669
d4 d5 c4 e6 Nc3 Nf6 Nf3 Nbd7 Bg5 Be7,5.674215682412983
e4 c6 d4 d5 exd5 cxd5 Nc3 Nf6 Bd3 Nc6,5.674057642148827
e4 e5 Nf3 Nc6 Bc4 h6 c3 d6 d4 Bg4,5.673965434024967
e4 b6 Nf3 Bb7 Nc3 e6 d4 Nf6 Bd3 Be7,5.673569647326042
e4 e6 Nf3 c5 d4 cxd4 Nxd4 Nc6 Nc3 Bc5,5.673532867980688
e4 e5 Nf3 d6 Bc4 h6 d3 Nf6 O-O Bg4,5.673327129784637
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d4 Nxe4,5.673293912382729
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 h3 Be7,5.673283700602169
e4 e5 Nf3 d6 Bc4 Nf6 Nc3 Bg4 h3 Bxf3,5.6731753015162685
d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 Bg5 h6,5.673084194059809
e4 c6 Nf3 d5 Nc3 d4 Ne2 c5 c3 Nc6,5.673048589328755
e4 c5 Nf3 d6 Nc3 Nc6 d4 cxd4 Nxd4 Bd7,5.672933381899575
e4 e5 Nf3 d6 d4 exd4 Nxd4 Be7 Be2 Nf6,5.672895796491022
e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 Bb5 a6,5.672572356818998
e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 Nf3 Nc6,5.672561280975664
e4 e5 Nf3 d6 d4 exd4 Nxd4 Bd7 Nc3 Nc6,5.672534813411606
d4 d5 c4 c6 e3 Nf6 Nf3 Bg4 Nc3 e6,5.672507347861863
e4 c5 d4 cxd4 c3 Nc6 cxd4 d6 Nc3 Nf6,5.672494850569676
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 h3 O-O,5.671947485685795
e4 e5 Nf3 Nc6 Nc3 Nf6 a3 d5 exd5 Nxd5,5.67189220948539
d4 d5 c4 e6 Nc3 Nf6 Bg5 Nbd7 Nf3 Be7,5.671768508668132
e4 e5 Nf3 d6 Bc4 h6 c3 Nf6 d3 a6,5.6715888157368095
d4 d5 c4 e6 Nc3 Nf6 Nf3 Be7 Bg5 Nbd7,5.67109655849408
e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Ne4,5.671011812950834
e4 e6 Nc3 d5 exd5 exd5 d4 c6 Nf3 Nf6,5.6705632710868645
d4 d5 c4 c6 e3 Nf6 Nc3 Bg4 Nf3 e6,5.670493198582905
d4 e6 c4 d5 Nc3 Nf6 Nf3 Nbd7 Bg5 Be7,5.6701446208383075
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nc6 Nc3 Bd7,5.670113469691608
e4 d5 exd5 Qxd5 Nc3 Qd8 d4 e6 Nf3 Nf6,5.669978681302241
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 O-O e3 d5,5.669937568752709
e4 c6 Nc3 d5 exd5 cxd5 d4 Nf6 Nf3 e6,5.669803708506118
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Bd3 Bd7,5.669646041592691
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 Nc6,5.669561825623775
e4 e5 Nf3 d6 d4 exd4 Nxd4 c5 Nb3 Nf6,5.669519858630131
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 e5 Ne4,5.669452071962368
e4 e5 d4 exd4 Qxd4 Nc6 Qd1 d6 Nf3 Nf6,5.669268119568897
e4 c5 d3 e6 c3 Nc6 f4 d5 Nf3 Nf6,5.669263214256354
e4 e5 Nf3 Nc6 d4 exd4 Nxd4 d6 Nc3 Bd7,5.6691777208988965
e4 e5 Nf3 Nc6 Bc4 d6 c3 Be7 d4 exd4,5.668528602444054
d4 d5 c4 e5 e3 exd4 exd4 Nc6 Nf3 Nf6,5.668469510434161
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 a6,5.668411493918179
d4 d5 Nf3 e6 Bg5 Nf6 e3 Be7 Bd3 O-O,5.668308970421705
e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 Be2 O-O,5.668176448721209
d4 d5 c4 dxc4 Nc3 e6 a3 Nf6 e4 Nc6,5.668155126367143
e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 h3 O-O,5.667808256393798
e4 e5 Nf3 d6 Bc4 h6 c3 Nf6 d3 Be7,5.667700624136544
e4 e5 Nf3 d6 Bc4 h6 O-O Nf6 d3 Bg4,5.6676721510394685
e4 d6 d4 Nf6 Nc3 g6 h3 Bg7 Nf3 O-O,5.667359517381881
b3 Nf6 Bb2 e6 e3 d5 Nf3 c5 d4 Nc6,5.667264156795971
e4 e5 Nf3 d6 h3 Be7 d4 exd4 Nxd4 Nf6,5.667208218468516
e4 e5 Nf3 Nf6 Nc3 Bc5 d4 exd4 Nxd4 Qe7,5.666988216356013
e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c3 Be7,5.666860558852305
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 Bg5 O-O,5.666822555942003
e4 e5 d3 Nf6 Nf3 Nc6 Nc3 Bb4 Bd2 O-O,5.666819167757634
e4 c5 Nc3 d6 Nf3 Nc6 d4 cxd4 Nxd4 g6,5.666682946439661
d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 Nf3 Nbd7,5.66638965880448
e4 c5 d3 Nc6 Nf3 d6 Be2 Nf6 O-O g6,5.6662596161179515
e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bb5 Nf6,5.66600273491366
e4 e6 d4 d5 exd5 exd5 Nf3 Nf6 Bd3 c5,5.665756011486836
e4 e5 Nf3 d6 Bc4 Nf6 Nc3 Bg4 h3 Bh5,5.665694640451528
e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Nfd7,5.665416230721237
e4 e5 d4 exd4 Qxd4 Nc6 Qe3 d6 Nf3 Nf6,5.6653352129311925
d4 d5 Nf3 Nf6 e3 Nc6 c4 dxc4 Bxc4 e6,5.665142561140517
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 e5 Ng4,5.665109817033549
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 a3 O-O,5.664989916347006
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Ne2 Nf6,5.6647071584695725
d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 Nc3 c6,5.664290149821392
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 f3 Be7,5.664246241149427
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Bc4 e6,5.6639917744057895
e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Be2 Nf6,5.663938653329537
e4 e5 Nf3 d6 Bc4 h6 O-O Nf6 d3 a6,5.663869350195893
e4 c5 Nc3 Nc6 Nf3 d6 d4 cxd4 Nxd4 g6,5.663802143630064
e4 c5 Nc3 Nc6 Nf3 d6 d4 cxd4 Nxd4 e5,5.663676039436242
e4 c6 Nc3 d5 exd5 cxd5 d4 Nf6 Bd3 Nc6,5.663618475456328
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 e3 O-O,5.663540962583784
e4 e5 Nf3 d6 d4 exd4 Nxd4 Be7 Be3 Nf6,5.663352338164419
e4 c6 Nf3 d5 Nc3 d4 Ne2 c5 d3 Nc6,5.663332443583201
e4 e5 Nf3 d6 d4 exd4 Nxd4 h6 Bd3 Nf6,5.6633088395922915
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 Nc3 d6,5.663054235164891
e4 c5 Nf3 d6 d4 cxd4 Nxd4 e5 Ne2 Nf6,5.66305400797128
e4 e5 Nf3 Nc6 Bc4 Be7 c3 d6 d4 exd4,5.6628702258748955
e4 c5 Nf3 Nc6 Nc3 g6 Bc4 Bg7 O-O e6,5.662780589005466
e4 d6 Nf3 g6 d4 Bg7 c4 Nf6 Nc3 O-O,5.662589833026672
e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 d6,5.662441648207101
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb3 Nf6,5.661881917788924
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 Ng5 O-O,5.661870838893537
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 Nf6,5.661869782860724
d4 d5 e3 e6 Bd3 c5 c3 Nc6 f4 Nf6,5.661838679393703
e4 e5 Nf3 d6 h3 Nf6 Nc3 g6 Bc4 Bg7,5.6615870092354115
d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 e3 Be7,5.660890720914823
d4 c5 d5 d6 c4 Nf6 Nc3 g6 e4 Bg7,5.660873236785898
d4 c5 d5 d6 c4 g6 Nc3 Bg7 e4 Nf6,5.66024824695093
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 c3 d6,5.660211396346915
e4 c5 Nf3 e6 d4 cxd4 Nxd4 d6 Nc3 a6,5.659936314369454
c4 e5 Nc3 Nf6 Nf3 Nc6 d3 d5 cxd5 Nxd5,5.659822344817067
d4 e6 Nf3 d5 e3 Nf6 Bd3 Be7 O-O O-O,5.659651292062901
e4 c5 Nf3 d6 d4 cxd4 Nxd4 e5 Nb3 Nf6,5.659579152893653
e4 e5 Nf3 Nc6 Bb5 Nf6 d3 d6 h3 Be7,5.659488105610154
d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 Bg5 Be7,5.659407333783096
e4 e6 d4 d6 c4 Bd7 Nc3 Nc6 Nf3 a6,5.659260220688233
e4 c6 d4 d5 exd5 cxd5 Nf3 Nf6 Bb5+ Nc6,5.659158459746615
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bc5 Bxc6 bxc6,5.6590328457460695
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 d6 Nc3 h6,5.659004193264559
e4 e6 d4 d5 Nc3 c5 exd5 cxd4 Qxd4 Nf6,5.658998666106868
e4 e5 Bc4 Nf6 d3 Nc6 Nf3 Bc5 O-O O-O,5.658906216696739
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 e5 Ng8,5.658805991014272
d4 d5 c4 Nf6 Nc3 c6 Nf3 Bg4 e3 e6,5.658713141067334
e4 e6 Nf3 c6 Nc3 d5 exd5 cxd5 d4 Nc6,5.658708527814411
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 O-O O-O,5.658576093905484
e4 c5 Nf3 d6 d4 cxd4 Nxd4 e5 Nb5 Nf6,5.6581102047133705
e4 c5 f4 d6 Nf3 Nc6 c3 Nf6 d3 g6,5.657979333388459
d4 d5 c4 c6 Nc3 e6 cxd5 exd5 Nf3 Nf6,5.657927721373959
d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Nf3 c6,5.65759809435771
e4 c5 Nc3 e6 Nf3 d5 d4 cxd4 Qxd4 Nc6,5.65740998604953
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 a6 Nc3 e6,5.6573375727826845
e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 Nf3 Nc6,5.657301866861974
d4 d5 c4 Nf6 Nc3 dxc4 Nf3 Nc6 e3 Bf5,5.657045264667757
d4 d5 c4 c6 Nf3 Nf6 e3 Bg4 Nc3 e6,5.656995071221779
e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 e6,5.656696156292009
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nf5 Nf6,5.656479538219605
d4 c6 c4 d5 Nc3 Nf6 e3 Bf5 Nf3 e6,5.656410492268273
e4 e5 Nf3 d6 d4 exd4 Qxd4 Nf6 Bg5 Be7,5.656332304447718
e4 d6 d4 Nf6 Nc3 c6 f4 Qa5 Bd3 e5,5.6562629657863175
e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 Be3 O-O,5.65599374417674
e4 e5 Nf3 Nf6 Nxe5 Qe7 d4 d6 Bb5+ c6,5.655793160744016
d4 d5 c4 dxc4 Nc3 Nf6 e3 Nc6 Bxc4 e6,5.6557336591263825
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 Nc3 a6,5.655547487625896
e4 e5 Nf3 d6 Bc4 h6 d3 Nf6 O-O Be7,5.655170507914586
d4 d5 Nf3 e6 Bf4 Nf6 e3 Be7 Bd3 O-O,5.655085283303761
e4 e5 Nf3 Nc6 Bc4 h6 d3 Bc5 Nc3 d6,5.654930741756509
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bb4 a3 Bxc3,5.654725072495823
e4 e6 Nf3 d5 exd5 exd5 d4 Nc6 Nc3 Bg4,5.654236414726761
e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Nc3 g6,5.654186293779038
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 Be3 O-O,5.654116604397429
d4 c6 c4 d5 Nc3 Nf6 Nf3 Bf5 Bg5 e6,5.653916151529713
e4 c5 Nc3 Nc6 Nf3 d6 d4 cxd4 Nxd4 a6,5.653743065611138
e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Nc3 Bg4,5.653625315845918
e4 e5 c3 Nc6 d4 exd4 cxd4 Bb4+ Nc3 Nf6,5.653624542685606
e4 e6 Nf3 c5 d4 cxd4 Qxd4 Nc6 Qd1 Nf6,5.653323003718418
d4 d5 Nf3 Nf6 c4 c6 Nc3 e6 Bg5 Nbd7,5.6532243972142515
c4 e6 Nc3 d5 cxd5 exd5 d4 c5 Nf3 Nc6,5.653173497673941
e4 d6 d4 g6 Nc3 Bg7 f4 Nf6 Nf3 O-O,5.652989566741542
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 h6 c3 Be7,5.652516239432989
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 Bxf7+ Kxf7,5.652399697718414
e4 c6 d4 d5 exd5 cxd5 Nc3 Nf6 Nf3 Bg4,5.652351634394986
d4 d5 c4 c6 Nc3 e6 Nf3 Nf6 Bg5 Bb4,5.652312018768993
d4 e6 c4 d5 Nc3 Nf6 cxd5 exd5 Nf3 c6,5.6519091045195164
e4 e5 Nf3 Nc6 Nc3 Nf6 d3 Bb4 Bg5 h6,5.651727873574152
d4 d5 Nf3 Nf6 c4 e6 Nc3 c6 Bg5 Nbd7,5.651662386181313
e4 e5 d4 exd4 Qxd4 Nc6 Qa4 Nf6 Nf3 Bc5,5.651572456600028
d4 d5 c4 dxc4 Nc3 Nc6 e3 Nf6 Bxc4 e6,5.651571840962447
d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 c5 c6,5.651565854357289
e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 Nd4 Nxd4 exd4,5.651183899486083
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 c3 Nf6,5.651171911983538
e4 c5 Nf3 d6 d4 cxd4 Nxd4 e6 Nc3 a6,5.651138471938438
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Be7 d3 O-O,5.65112220236159
e4 e5 Nf3 Nc6 Bb5 d6 Nc3 Bd7 d4 exd4,5.651069944326037
e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 Nf3 d6,5.650667306579798
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 d6 d4 exd4,5.650513770360898
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 h3 O-O,5.650419809276004
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 d6 Ng5 Be6,5.649991877086871
e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 Nf3 c5,5.649791114424987
d4 e6 c4 d5 Nc3 Nf6 e3 c6 Nf3 Bd6,5.649778018718746
e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d4 exd4,5.649596361624459
